tissue,gene,lfc,padj,logpadj,comparison,direction
CA1,Nol4l,-1.27,4.42e-02,1.35,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Eif2s2,1.83,2.29e-02,1.64,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Map1lc3a,-0.83,7.71e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Cnbd2,1.51,6.93e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Chd6,1.43,8.92e-02,1.05,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Znfx1,-1.18,9.14e-02,1.04,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Zfp966,4.17,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gm14305,-1.45,8.64e-02,1.06,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Gm14326,4.81,1.05e-02,1.98,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ppdpf,1.51,7.63e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rtel1,-1.56,7.98e-02,1.1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Zgpat,-1.04,4.21e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Prpf6,-1.2,1.24e-02,1.91,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Armc1,-0.97,6.74e-02,1.17,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Gm5148,-4.62,1.60e-02,1.8,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ankrd50,1.86,5.83e-02,1.23,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Intu,-2.24,1.44e-02,1.84,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Jade1,1.98,6.41e-02,1.19,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pcdh10,1.19,6.09e-02,1.22,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc7a11,3.99,8.62e-02,1.06,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Setd7,1.1,4.08e-02,1.39,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Spg20,1.95,2.63e-02,1.58,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Selt,0.89,4.16e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rap2b,-1.03,1.05e-02,1.98,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Tiparp,2.08,4.17e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,1110032F04Rik,3.7,7.54e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Arhgef11,1.2,3.26e-02,1.49,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Nes,4.47,9.06e-02,1.04,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cct3,-1.03,3.71e-02,1.43,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mtx1,-1.37,8.53e-02,1.07,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Slc50a1,-1.37,9.52e-02,1.02,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rab13,-4.54,7.77e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mcl1,-0.98,4.69e-02,1.33,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Prpf3,2.52,6.83e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Polr3gl,-1.27,9.32e-02,1.03,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Notch2,5.42,1.18e-02,1.93,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Trim45,3.72,6.66e-02,1.18,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dclre1b,-2.06,8.96e-02,1.05,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ahcyl1,0.62,7.56e-02,1.12,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gstm5,1.89,2.15e-02,1.67,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Gstm4,-2.12,8.72e-02,1.06,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Atxn7l2,1.99,5.83e-02,1.23,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fam102b,2,4.21e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Rnpc3,2.27,9.41e-02,1.03,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,S1pr1,1.9,1.15e-02,1.94,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Extl2,0.89,9.57e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,F3,2.58,4.53e-02,1.34,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Arhgap29,3.97,9.51e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Camk2d,5.55,4.26e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Hadh,-2.43,4.27e-02,1.37,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Lamtor3,-1.34,5.17e-02,1.29,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ttll7,1.38,1.72e-02,1.76,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Adgrl4,5.75,3.40e-02,1.47,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,St6galnac3,4.9,8.61e-02,1.07,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Erich3,4.77,6.74e-02,1.17,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Wls,2.9,3.17e-02,1.5,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Asph,1.23,7.32e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pdp1,1.55,4.29e-02,1.37,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Tmem64,1.33,7.34e-02,1.13,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Fbxl4,4.68,5.44e-02,1.26,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Cnr1,1.95,2.52e-03,2.6,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dcaf12,2.1,1.61e-02,1.79,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Vcp,-0.91,3.71e-02,1.43,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ccdc107,-3.01,5.05e-02,1.3,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Npr2,-0.98,4.66e-02,1.33,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Nans,3.25,9.06e-02,1.04,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Ikbkap,-1.08,8.49e-02,1.07,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ptbp3,1.61,5.77e-02,1.24,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zfp37,2.69,6.98e-02,1.16,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Slc31a2,-2.18,8.72e-02,1.06,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Prpf4,-1.6,7.06e-02,1.15,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Lurap1l,-1.15,7.77e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Mpdz,1.65,5.67e-02,1.25,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Haus6,5.25,7.23e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Plin2,-3.91,7.77e-02,1.11,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ssbp3,-1.21,3.26e-02,1.49,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Lrrc42,-2.5,1.24e-02,1.91,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Rnf11,0.71,4.18e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Efcab14,1.68,4.73e-02,1.33,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Kdm4a,1.66,4.73e-02,1.33,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Zmpste24,4.11,2.42e-02,1.62,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Csf3r,5.29,4.50e-02,1.35,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,5730409E04Rik,-1.08,3.88e-02,1.41,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Psmb2,-1.47,4.21e-02,1.38,standard.yoked vs. conflict.yoked,standard.yoked
CA1,AU040320,1.01,9.06e-02,1.04,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Azin2,2.71,9.58e-02,1.02,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Dcdc2b,-2.81,5.16e-02,1.29,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Iqcc,3.51,6.29e-02,1.2,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Sdc3,1.85,1.55e-04,3.81,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Oprd1,-2.15,2.33e-02,1.63,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ythdf2,-1.66,3.02e-02,1.52,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Sfn,-4.26,1.00e-01,1,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Hmgn2,-1.07,9.00e-02,1.05,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Sh3bgrl3,-1.17,5.67e-02,1.25,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Hmgcl,-1.48,9.67e-02,1.01,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Hnrnpr,-1.13,2.65e-02,1.58,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Ece1,1.8,4.16e-02,1.38,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pqlc2,-1.88,8.58e-02,1.07,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Arhgef10l,1.54,9.77e-02,1.01,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Padi2,3.41,7.29e-02,1.14,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Crocc,-1.5,3.71e-02,1.43,standard.yoked vs. conflict.yoked,standard.yoked
CA1,Arhgef19,4.17,7.83e-02,1.11,standard.yoked vs. conflict.yoked,conflict.yoked
CA1,Pdpn,5.35,8.22e-02,1.09,standard.yoked vs. conflict.yoked,conflict.yoked
